alim_grp_nom_fr;alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;Energie. Règlement UE N° 1169/2011 (kcal/100 g);Protéines. N x facteur de Jones (g/100 g);Glucides (g/100 g);Lipides (g/100 g);Viande;Riche Glucide;Riche Lipide
entrées et plats composés;pizzas, tartes et crêpes salées;-;Tarte ou Tourte aux poireaux, preemballee;243;5.76;21.6;14.3;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Tarte au saumon, preemballee;215;8.53;21;10.5;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Tourte au riesling, preemballee;251;10.2;23.7;12.6;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Tarte a la tomate, preemballee;218;5.17;19.3;12.8;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Crêpe ou Galette complete (oeuf, jambon, fromage), preemballee;209;12.7;15.2;9.8;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Tarte aux noix de Saint-Jacques, preemballee;266;8.25;24.2;14.5;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Pastilla au poulet, preemballee;218;12.3;14.1;12.2;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Pizza aux lardons, oignons et fromage, preemballee;255;11.2;27.7;10.6;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Crêpe ou Galette aux noix de St Jacques, preemballee;168;7.7;15.8;8;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Tarte ou quiche salee (aliment moyen);267;8.11;22.7;15.6;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Crêpe ou Galette fourree bechamel champignon, cuite, preemballee;172;5.5;18.5;7.7;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Tarte au maroilles ou Flamiche au maroilles, preemballee;315;14.1;22.1;18.3;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Crêpe ou Galette fourree au poisson et / ou fruits de mer, preemballee;206;8.5;14.3;12.4;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Ficelle picarde, preemballee;151;8.6;11.9;7.5;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Tarte epinard chevre, preemballee;244;7.08;22.2;13.6;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Tielle setoise, preemballee;306;8.15;30.9;16;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Pizza au thon, preemballee;220;10.8;23.3;8.78;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Pizza kebab, preemballee;211;9.4;26.6;7.01;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Pizza au poulet, preemballee;215;9.95;27.5;6.68;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Pizza type raclette ou tartiflette, preemballee;276;11.8;27.5;12.7;false;true;false
entrées et plats composés;pizzas, tartes et crêpes salées;-;Pizza au speck ou jambon cru, preemballee;240;12.2;25.7;9.43;false;true;false
entrées et plats composés;sandwichs;-;Focaccia, garnie;233;8;29.5;8.75;false;true;false
entrées et plats composés;sandwichs;-;Fougasse, garnie;306;9.53;38.8;11.8;false;true;false
entrées et plats composés;sandwichs;-;Hot-dog, preemballe;278;10.9;26.3;13.8;false;true;false
entrées et plats composés;sandwichs;-;Hamburger, provenant de fast food;246;13.3;28.3;8.44;false;true;false
entrées et plats composés;sandwichs;-;Cheeseburger, provenant de fast food;268;13.7;23.1;12.9;false;true;false
entrées et plats composés;sandwichs;-;Double cheeseburger, provenant de fast food;299;15.5;21.5;16.7;false;true;false
entrées et plats composés;sandwichs;-;Burger au poisson, provenant de fast food;263;12.2;26.7;11.5;false;true;false
entrées et plats composés;sandwichs;-;Sandwich grec ou Kebab, pita, crudites;233;15.2;17.4;10.9;false;true;false
entrées et plats composés;sandwichs;-;Sandwich grec ou Kebab, baguette, crudites;246;15;23.6;9.8;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, thon, crudites (tomate, salade), mayonnaise;274;10.3;32;11.3;false;true;false
entrées et plats composés;sandwichs;-;Sandwich panini, jambon cru, mozzarella, tomates;243;14.2;27.2;8.35;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, jambon, oeuf dur, crudites (tomate, salade), beurre;222;10.1;30.9;5.98;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, poulet, crudites (tomate, salade), mayonnaise;247;10;36.3;6.35;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, jambon emmental, preemballe;285;13.3;26.9;13.1;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, saumon fume, beurre;265;11.5;40.8;5.6;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, thon, mais, crudites, preemballe;198;8.87;25;6.03;false;true;false
entrées et plats composés;sandwichs;-;Burger au poulet;249;12.7;23.8;11;false;true;false
entrées et plats composés;sandwichs;-;Pan bagnat;215;7.95;30.3;6.48;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, jambon, beurre;285;9.93;33.7;11.5;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, camembert, beurre;339;11.9;34.3;16.7;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, pate, cornichons;298;10.1;32.1;13.9;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, saucisson, beurre;383;13.7;32;21.6;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, jambon, emmental, beurre;286;12.2;32.7;10.9;false;true;false
entrées et plats composés;sandwichs;-;Sandwich (aliment moyen);243;14.2;27.2;8.35;false;true;false
entrées et plats composés;sandwichs;-;Toasts ou Canapes sales, garnitures diverses, preemballes;233;9.09;17.8;13.3;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, crudites diverses, mayonnaise;221;6.54;30;7.9;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, dinde, crudites (tomate, salade), mayonnaise;255;12.4;30.6;8.82;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, oeuf, crudites (tomate, salade), mayonnaise;247;8.52;30.9;9.47;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, porc, crudites (tomate, salade), mayonnaise;267;12;30.1;10.6;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, merguez, ketchup moutarde;282;13.1;31;11.4;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette, salami, beurre;379;12.5;33.2;21.4;false;true;false
entrées et plats composés;sandwichs;-;Croque-madame;264;13.7;16.9;15.5;false;true;false
entrées et plats composés;sandwichs;-;Sandwich baguette (aliment moyen);277;11.2;31.4;11.6;false;true;false
entrées et plats composés;sandwichs;-;Sandwich pain de mie, garnitures diverses, preemballe;267;11.7;25.1;12.4;false;true;false
entrées et plats composés;sandwichs;-;Croque-monsieur, preemballe;273;11.3;26.8;12.9;false;true;false
entrées et plats composés;sandwichs;-;Sandwich pain de mie complet, jambon, crudites, fromage optionnel, preemballe;243;10;23.1;11.6;false;true;false
entrées et plats composés;sandwichs;-;Sandwich pain de mie complet, thon, crudites, mayonnaise, preemballe;240;9.82;23.1;11.3;false;true;false
entrées et plats composés;sandwichs;-;Sandwich pain de mie complet, jambon, fromage, preemballe;292;12.9;26.1;14.6;false;true;false
entrées et plats composés;sandwichs;-;Sandwich pain de mie complet, poulet, crudites, mayonnaise, preemballe;232;9.18;23.7;10.4;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Cake sale (garniture : fromage, legumes, viande, poisson, volaille, etc.), preemballe;321;11.6;25.6;18.4;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Samossa ou Samoussa, preemballe, cuit;230;9.33;16.5;13.7;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Feuillete au poisson et / ou fruits de mer;255;6.55;26.5;13;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Specialite chinoise type bouchee a la vapeur, preemballee, cuite;149;5.9;28;1.4;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Feuillete aux escargots, preemballe;321;6.69;23.1;22.1;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Feuillete ou Friand au fromage;302;8.25;28.1;17.1;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Feuillete ou Friand a la viande, preemballe;348;9.59;25.9;22.6;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Bouchee a la reine, a la viande/volaille/quenelle;292;6.12;23.5;18.9;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Croissant au jambon;243;7.9;19.2;14.6;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Rouleau de printemps;103;4.57;16.6;1.82;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Nem ou Pate imperial;216;6.48;21.1;11.2;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Brick garni (garniture : crevettes, legumes, volaille, viande, poisson, etc.), fait maison, cuit;187;12.2;8.48;11.5;true;false;false
entrées et plats composés;feuilletées et autres entrées;-;Bouchee a la reine, au poisson et fruits de mer;206;6.72;13.4;13.8;false;false;true
entrées et plats composés;feuilletées et autres entrées;-;Feuillete ou Friand jambon fromage;290;8.46;25.7;16.7;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Beignet de viande, volaille ou poisson, fait maison, cru;238;18.7;10;13.5;true;false;false
entrées et plats composés;feuilletées et autres entrées;-;Brick a l'oeuf, fait maison, cuit;255;10.4;12.3;18.1;false;false;true
entrées et plats composés;feuilletées et autres entrées;-;Brick au boeuf;342;10.4;33.5;17;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Brick a la pomme de terre, fait maison, cuit;215;3.25;19.6;13.4;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Feuillete sale (aliment moyen);301;8.39;26.1;17.8;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Bouchee a la reine, garnie (aliment moyen);249;6.42;18.4;16.3;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Nem ou Pate imperial, au poulet, preemballe, cuit;197;8.06;20.9;8.1;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Nem ou Pate imperial, au porc, preemballe, cuit;237;6.88;22.6;12.7;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Nem ou Pate imperial, aux crevettes et/ou au crabe, preemballe, cuit;213;7.44;23.7;9.2;false;true;false
entrées et plats composés;feuilletées et autres entrées;-;Croissant au jambon fromage, preemballe;258;8.92;22;14.5;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Avocat, pulpe, cru;205;1.56;0.83;20.6;false;false;true
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Bette ou blette, crue;16.4;1;1.63;0.5;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Carotte, crue;40.2;0.63;7.59;0.5;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Champignon, tout type, cru;21.7;2.37;1.88;0.23;true;false;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Chou rouge, cru;30;1.13;4.33;0.5;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Chou-fleur, cru;26.2;1.81;2.13;0.7;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Concombre, pulpe et peau, cru;15.6;0.64;2.54;0.11;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Courgette, pulpe et peau, crue;16.5;1.23;1.8;0.26;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Celeri branche, cru;17.6;0.63;2.41;0.5;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Endive, crue;20.2;1.19;2.83;0.5;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Fenouil, cru;21.8;1;2.63;0.5;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Poireau, cru;32.3;1.49;4.9;0.25;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Radis rouge, cru;14.5;0.94;1.53;0.5;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Tomate, crue;19.3;0.86;2.49;0.26;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Celeri-rave, cru;29.3;1.38;3.98;0.5;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Champignon de Paris ou champignon de couche, cru;28;2.62;3.15;0.36;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Haricot vert, surgele, cru;34;1.97;4.35;0.17;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Poivron vert, cru;26;0.81;3.43;0.5;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Poivron rouge, cru;36.6;1.06;5.98;0.5;false;true;false
fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;Radis noir, cru;29.2;0.94;5.52;0.3;false;true;false
